Words,Counts
שכן,3
שכעת,1
שכתב,3
שכתבת,2
שכתבתי,1
שכתוב,2
שכתוביות,1
של,260
שלא,80
שלאחד,1
שלאחר,1
שלאחרונה,1
שלאנשים,1
שלה,8
שלהם,18
שלו,22
שלוות,1
שלום,19
שלוקחים,2
שלושה,2
שלח,1
שלחה,2
שלחתי,5
שלי,18
שליגטימי,1
שלישון,1
שלישי,5
שלך,25
שלכם,9
שלם,2
שלמדו,1
שלמה,2
שלמים,5
שלמישהו,1
שלן,1
שלנו,13
שלעיל,1
שלעיתים,1
שלצערנו,1
שלר,1
שם,36
שםיקוד,1
שמאושר,1
שמאז,1
שמאכזבת,1
שמאפשר,1
שמבחינה,1
שמבינים,2
שמבקר,1
שמבקש,1
שמגדיר,1
שמגיע,5
שמדבר,1
שמדובר,1
שמה,5
שמהיום,1
שמודל,1
שמוזר,1
שמוכר,3
שמוכרים,1
שמועיל,1
שמופיע,1
שמוצבים,1
שמות,1
שמזדהים,1
שמחה,3
שמחים,1
שמחלקים,4
שמחלקת,1
שמחפש,1
שמחר,1
שמי,1
שמייצג,1
שמים,1
שמיעה,75
שמיצו,1
שמישהו,1
שמך,1
שמכוונים,1
שמכון,1
שמכיר,1
שממש,1
שממשל,1
שמנוי,1
שמסביב,1
שמסדרים,1
שמסוגל,1
שמסוגלת,1
שמסכן,1
שמספקים,1
שמספרך,1
שמע,2
שמעדכנים,1
שמעו,1
שמעוניין,2
שמעוניינים,1
שמעיר,1
שמעניין,1
שמעתי,3
שמפוזרים,1
שמפעיל,3
שמצבי,1
שמציע,1
שמצלצל,1
שמצלצלים,1
שמקבל,1
שמקבלים,7
שמקווה,1
שמקושר,2
שמקליד,1
שמקלידה,1
שמקשר,1
שמראה,2
שמרגיש,2
שמרגישים,1
שמרו,4
שמש,15
שמשרתת,1
שמשתמשים,1
שמת,1
שמתאים,6
שמתאימים,1
שמתחבר,1
שמתחברת,1
שמתי,1
שמתנערים,1
שמתעדכן,1
שמתקשר,1
שמתרחשות,1
שמתריע,4
שמתריעות,2
שמתריעים,1
שןק,1
שנאמר,2
שנאמרו,1
שנבחר,1
שנגמר,1
שנדרש,1
שנה,9
שנהיה,2
שנהייה,1
שנובעות,2
שנוח,1
שנוכל,1
שנועד,1
שנורא,1
שנות,2
שנותנים,2
שנותנת,1
שנותרו,1
שנחשף,1
שני,6
שניה,1
שניהם,4
שניות,2
שניים,1
שנים,18
שניתן,4
שנכתבה,1
שנמצאבתוכנית,1
שנמצאים,1
שנסראללה,1
שנסתפק,1
שנעצור,1
שנפלו,1
שנפעל,1
שנצטרך,1
שנקלט,1
שנקרא,2
שנקראת,1
שנראה,1
שנרכשו,1
שנרשם,2
שנשלב,1
שנשלח,1
שנשלחת,1
שנשמעה,1
שנתייאש,1
שנתיים,2
שנתים,1
שנתנו,1
שסיפרו,1
שספיר,1
שסתם,1
שעדיין,1
שעדיף,1
שעה,3
שעובד,6
שעובדים,4
שעובדת,2
שעוד,2
שעולה,3
שעולים,1
שעון,68
שעוני,5
שעונים,29
שעוסקים,1
שעורך,1
שעושות,1
שעושים,1
שעות,2
שעידו,1
שעיירית,1
שעיריות,1
שעירייה,1
שעלו,1
שעם,1
שעקצו,1
שעשו,1
שעשתה,1
שעת,2
שפגעו,1
שפה,1
שפוי,1
שפויים,1
שפונים,1
שפועל,1
שפורסמו,1
שפחות,1
שפיות,1
שפיקוד,4
שפיר,10
שפנתה,1
שפספסתי,1
שפקד,1
שפקער,4
שפרסמתי,1
שפת,7
שפתחתי,1
שצבע,1
שציינתי,2
שצריך,9
שק,2
שקבוצת,1
שקד,1
שקוף,1
שקורה,1
שקט,7
שקטה,2
שקטים,4
שקיבל,2
שקיבלו,3
שקיבלנו,1
שקיבלתי,4
שקל,12
שקלים,4
שקנו,1
שקרה,1
שקשור,2
שקשורים,1
שראה,1
שראשי,1
שרואה,1
שרואים,1
שרוב,2
שרוטט,1
שרוצה,9
שרות,1
שרטט,1
שרי,2
שריקה,1
שרציתי,1
שרק,4
שרשויות,1
שרשות,1
שרשמה,1
שרשמתי,1
שרשרת,1
שרתים,1
ששהו,1
ששוב,1
ששומע,2
ששומעים,1
ששונה,1
ששי,1
ששיאומי,1
ששים,1
ששלחו,1
ששם,2
ששמעתי,2
ששפת,1
שתבדוק,1
שתבחר,1
שתבקש,2
שתגדירי,1
שתגיבי,1
שתגיעו,1
שתהיה,6
שתהיו,1
שתזדר,1
שתחושת,1
שתי,1
שתיהן,1
שתיים,2
שתילי,1
שתיקה,2
שתכניס,1
שתכתבו,1
שתכתוב,1
שתל,4
שתלויים,2
שתלכי,1
שתמונה,1
שתמחק,1
שתמלול,1
שתעזור,1
שתפו,2
שתפח,1
שתפנה,1
שתפעל,1
שתצפו,1
שתקבל,1
שתקבלו,1
שתרגישי,1
שתריבו,1
שתשבי,1
שתתנצל,1
שתתקשר,1
תא,1
תאגידי,1
תאמין,1
תאמת,1
תארגנו,1
תבדוק,1
תבדקו,1
תבדקי,1
תבואו,2
תבחר,2
תבחרו,1
תבקשי,1
תברר,1
תגדיר,1
תגדירו,1
תגובה,4
תגובות,2
תגובתך,1
תגיבו,1
תגיבי,1
תגיד,1
תגידו,4
תגידי,1
תדאגי,1
תדע,1
תדפדפי,3
תהוציא,1
תהיה,14
תהיו,3
תהיי,1
תהליכים,1
תהפכו,1
תהרוג,1
תואם,2
תודה,68
תוהה,2
תוך,6
תוכל,2
תוכלי,1
תוכנית,1
תומך,5
תומכים,1
תומכת,1
תועלת,1
תופעה,1
תוצאות,3
תור,2
תורה,1
תוריד,1
תורידי,1
תורים,1
תורם,1
תורמת,1
תורת,1
תושב,2
תושבות,1
תושבי,4
תושבים,2
תותח,1
תזדקקו,1
תחום,1
תחומים,1
תחושה,2
תחזוק,1
תחזיר,1
תחיה,1
תחילת,1
תחכו,1
תחליף,1
תחליפים,1
תחלק,1
תחסוך,1
תחסכי,1
תחפשי,1
תחשוב,1
תחת,1
תיאום,2
תיבות,3
תיגשי,1
תיווך,2
תיכון,1
תיכונית,1
תימני,1
תיעזרו,1
תיענה,1
תיצרי,1
תיק,1
תיקון,2
תיקח,2
תירגום,1
תירוצים,2
תירשמו,1
תישמע,1
תישן,1
תכבי,1
תכופה,1
תכלס,1
תכנסי,2
תכתבו,3
תל,17
תלוי,16
תלויה,3
תלויות,1
תלויים,2
תלוית,1
תלונה,1
תלונות,1
תלונתי,1
תלות,4
תלחצו,1
תלחצי,1
תלכי,1
תם,1
תמונת,1
תמורה,1
תמות,1
תמיד,18
תמיכה,1
תמלול,7
תמר,1
תמשיכו,1
תנאים,2
תנו,2
תנסה,1
תנסו,1
תנסי,4
תנצל,1
תנצלי,2
תסבירי,1
תסגרו,1
תסיחי,1
תסייעו,1
תסכול,1
תסתדרו,1
תסתכלי,1
תעבירו,2
תעדכני,1
תעודת,2
תעזבי,1
תעלה,3
תענה,1
תעקבו,1
תעשה,2
תעשו,2
תעשי,1
תפארתו,1
תפוצה,1
תפח,1
תפיסה,1
תפיצו,1
תפנו,3
תפני,3
תפסיקו,2
תפעול,1
תפרגנו,2
תצטרפי,1
תציינו,1
תציע,1
תציפו,1
תצלמו,1
תצפה,3
תצרפי,1
תקבל,2
תקבלו,1
תקבלי,3
תקבע,1
תקווה,7
תקוע,2
תקועים,1
תקופת,1
תקחי,2
תקין,4
תקלה,3
תקנו,1
תקני,2
תקציבים,2
תקראי,2
תקרה,1
תקשורת,35
תקשיב,1
תרגום,9
תרגיל,1
תרגיש,1
תרויחי,1
תרופות,1
תרכשי,1
תרמו,1
תרשמי,1
תשאל,1
תשאלו,1
תשובה,5
תשים,1
תשכח,1
תשלום,3
תשלח,1
תשלחו,2
תשלחי,1
תשמחי,1
תשמע,1
תשתמשו,1
תשתתפו,2
תתביישי,2
תתחשב,1
תתמודד,1
תתמודדו,1
תתן,1
תתעלמו,1
תתפלא,1
תתקבל,2
תתקדמי,1
תתקיים,2
תתקן,2
תתקשר,2
תתרום,1
